,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter,break_summer.1,break_winter.1,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
203,295,310,605,14,275,212,29,34,11,0,285,560,20,14,3,3,3,0,25,45,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-07-23,31.7,0.0,1.8,53.8,7.9,0.0,0.0,0.0,0.0,3,7,4,1
204,247,269,516,26,227,150,55,22,25,33,233,460,20,18,1,1,1,0,36,56,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-07-24,31.4,0.0,1.6,59.5,4.4,0.0,0.0,0.0,0.0,2,7,4,1
205,268,383,651,12,253,173,59,21,12,30,346,599,15,14,0,1,0,0,37,52,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-25,30.1,0.0,2.4,66.3,6.3,0.0,0.0,0.0,0.0,3,7,5,1
206,340,372,712,21,328,247,39,42,17,0,340,668,12,10,2,0,4,0,32,44,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-26,30.1,0.0,1.5,68.8,5.8,0.0,0.0,0.0,0.0,2,7,5,1
207,1438,392,1830,52,1429,213,1180,36,52,1157,345,1774,9,7,1,1,0,0,47,56,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-07-27,30.9,0.0,1.9,69.3,2.3,0.0,0.0,0.0,0.0,1,7,5,1
208,703,707,1410,63,685,584,21,80,63,70,654,1339,18,18,0,0,0,0,53,71,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-07-28,29.5,7.5,1.2,77.1,5.5,1.83,6.0,7.5,7.5,2,7,5,1
209,1157,463,1620,79,1091,923,46,122,79,0,430,1521,66,60,0,6,0,0,33,99,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-07-29,31.3,0.0,1.2,52.4,2.4,0.0,0.0,0.0,0.0,1,7,4,1
210,581,356,937,15,575,473,46,56,15,0,329,904,6,5,0,1,0,0,27,33,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-07-30,31.7,0.0,1.2,50.9,3.1,0.0,0.0,0.0,0.0,2,7,3,1
211,507,813,1320,58,476,375,42,59,58,0,271,747,31,24,3,4,0,0,17,48,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-07-31,32.6,0.0,1.5,50.5,2.8,0.0,0.0,0.0,0.0,1,7,3,1
212,319,288,607,13,308,242,30,34,13,0,243,551,11,11,0,0,0,0,45,56,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-01,33.6,0.0,1.7,55.5,0.8,0.0,0.0,0.0,0.0,1,7,4,1
213,424,368,792,64,412,340,33,39,64,0,359,771,12,6,6,0,0,0,9,21,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-02,33.7,0.0,1.6,54.4,4.0,0.0,0.0,0.0,0.0,2,7,4,1
214,524,177,701,113,501,453,21,27,98,0,161,662,23,21,1,1,15,0,16,39,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-03,33.1,0.0,1.9,55.3,1.0,0.0,0.0,0.0,0.0,1,7,4,1
215,975,583,1558,137,957,820,35,102,137,0,521,1478,18,17,0,1,0,0,62,80,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-08-04,31.1,0.0,2.4,60.6,3.4,0.0,0.0,0.0,0.0,2,7,5,1
216,1088,602,1690,27,1059,902,38,119,25,0,569,1628,29,28,0,1,2,0,33,62,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-08-05,30.0,2.0,2.6,71.8,6.5,2.5,1.5,2.0,2.0,3,7,5,1
217,497,318,815,37,483,390,27,66,37,0,273,756,14,9,2,3,0,0,45,59,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-08-06,30.5,6.5,1.6,71.6,7.6,3.83,3.5,4.5,6.5,3,7,5,1
218,459,357,816,54,449,322,46,81,51,0,329,778,10,7,2,1,3,0,28,38,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-08-07,30.5,0.0,1.5,63.4,3.6,0.0,0.0,0.0,0.0,2,7,5,1
219,420,300,720,33,354,260,47,47,33,0,259,613,66,28,20,18,0,47,41,107,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-08,31.0,0.0,2.1,64.8,3.0,0.0,0.0,0.0,0.0,2,7,5,1
220,676,396,1072,15,662,320,58,284,15,258,388,1050,14,9,3,2,0,0,8,22,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-09,28.8,2.0,1.5,76.3,7.3,3.5,1.0,1.5,2.0,3,7,5,1
221,432,293,725,37,415,300,51,64,36,0,273,688,17,15,0,2,1,0,20,37,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-10,30.7,0.0,1.4,60.9,3.5,0.0,0.0,0.0,0.0,2,7,5,1
222,1421,649,2070,57,1314,1117,48,149,57,0,601,1915,107,95,2,10,0,0,48,155,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-08-11,31.0,0.0,1.5,55.8,2.9,0.0,0.0,0.0,0.0,1,7,4,1
223,2409,698,3107,67,2345,2076,95,174,65,710,642,2987,64,57,0,7,2,0,56,120,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-08-12,30.6,5.0,1.5,61.3,6.5,2.0,2.5,5.0,5.0,3,7,5,1
224,532,333,865,32,518,372,34,112,32,30,284,802,14,13,0,1,0,0,49,63,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-08-13,30.5,1.0,1.4,68.6,7.3,1.58,1.0,1.0,1.0,3,7,5,1
225,599,344,943,5,578,262,264,52,5,33,324,902,21,21,0,0,0,0,20,41,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-08-14,31.7,0.0,1.3,58.3,6.9,0.0,0.0,0.0,0.0,3,7,4,1
226,1227,563,1790,36,1166,953,66,147,33,0,500,1666,61,53,0,8,3,0,63,124,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-15,31.7,1.0,1.2,59.5,6.4,0.92,0.9,1.0,1.0,3,7,4,1
227,383,372,755,13,369,281,16,72,13,0,317,686,14,11,1,2,0,0,55,69,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-16,29.9,0.0,1.7,51.0,3.3,0.0,0.0,0.0,0.0,2,7,3,1
228,1149,541,1690,19,1085,611,378,96,19,361,512,1597,64,57,1,6,0,0,29,93,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-17,27.2,0.0,1.8,39.8,0.0,0.0,0.0,0.0,0.0,1,7,2,1
229,5675,2181,7856,86,5301,4602,109,590,86,31,2023,7324,374,345,1,28,0,0,158,532,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-08-18,26.7,0.0,1.4,44.6,5.0,0.0,0.0,0.0,0.0,2,6,3,1
230,5613,1707,7320,131,5283,4629,103,551,131,0,1592,6875,330,310,6,14,0,0,115,445,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-08-19,28.2,0.0,1.2,50.6,7.9,0.0,0.0,0.0,0.0,3,7,3,1
231,794,521,1315,30,760,625,27,108,26,0,471,1231,34,32,0,2,4,0,50,84,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-08-20,29.1,0.0,2.0,55.6,8.4,0.33,0.0,0.0,0.0,3,7,4,1
232,653,532,1185,29,618,506,22,90,27,0,483,1101,35,31,1,3,2,0,49,84,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-08-21,26.6,5.0,2.5,71.4,6.3,6.5,1.5,3.0,5.0,3,6,5,1
233,1020,481,1501,24,994,680,15,299,24,432,426,1420,26,24,0,2,0,0,55,81,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-22,30.7,0.0,1.1,54.1,4.5,0.0,0.0,0.0,0.0,2,7,4,1
234,227,293,520,36,221,196,2,23,36,0,272,493,6,6,0,0,0,0,21,27,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-23,29.4,3.0,1.7,59.1,9.5,9.42,1.5,1.6,3.0,4,7,4,1
235,257,223,480,23,254,210,11,33,23,0,174,428,3,2,0,1,0,0,49,52,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-24,24.4,7.5,2.5,86.3,9.6,16.25,1.0,1.5,7.5,4,6,5,1
236,7588,2670,10258,51,6979,6083,107,789,46,37,2470,9449,609,561,7,41,5,0,200,809,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2018-08-25,25.2,0.0,2.6,68.0,7.0,0.0,0.0,0.0,0.0,3,6,5,1
237,3683,1743,5426,83,3481,2975,62,444,82,0,1679,5160,202,186,2,14,1,0,64,266,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2018-08-26,23.2,2.0,1.2,70.0,6.4,4.67,1.0,1.3,2.0,3,6,5,1
238,238,311,549,22,214,195,5,14,19,0,301,515,24,23,0,1,3,0,10,34,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,2018-08-27,22.7,19.5,0.8,91.0,8.9,15.17,2.0,4.0,19.5,3,6,5,0
239,86,558,644,10,81,70,5,6,10,61,531,612,5,5,0,0,0,0,27,32,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2018-08-28,23.7,96.5,0.9,92.4,9.0,12.92,25.5,43.5,96.5,4,6,5,0
240,3963,379,4342,20,3955,3400,215,340,20,3713,345,4300,8,8,0,0,0,0,34,42,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-29,25.2,42.0,2.4,86.0,10.0,10.92,6.5,21.5,42.0,4,6,5,1
241,561,505,1066,30,539,497,5,37,30,0,463,1002,22,21,0,1,0,0,42,64,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-30,25.3,9.5,1.8,80.9,9.4,6.25,5.0,7.5,9.5,4,6,5,1
242,1251,1122,2373,8,1190,1057,57,76,8,38,744,1934,61,57,1,3,0,0,83,144,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2018-08-31,25.6,0.1,1.6,67.4,4.5,5.08,0.1,0.1,0.1,2,6,5,1
243,10306,4876,15182,86,9733,8458,126,1149,82,31,4684,14417,573,511,6,56,4,0,192,765,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-09-01,25.5,0.0,1.3,59.4,1.5,0.0,0.0,0.0,0.0,1,6,4,1
244,12283,3258,15541,61,11707,10120,171,1416,59,0,3085,14792,576,499,6,71,2,0,173,749,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-09-02,25.1,0.0,1.5,55.8,5.5,0.0,0.0,0.0,0.0,2,6,4,1
245,183,501,684,19,165,156,1,8,19,51,438,603,18,17,0,1,0,0,63,81,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-09-03,23.3,34.5,1.0,85.3,9.8,10.83,5.5,20.0,34.5,4,6,5,1
246,1122,1089,2211,21,1033,926,16,91,16,93,895,1928,89,87,0,2,5,58,194,283,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-09-04,23.2,0.0,2.2,69.4,5.1,0.0,0.0,0.0,0.0,2,6,5,1
247,1716,1194,2910,45,1597,1193,359,45,45,322,1023,2620,119,115,1,3,0,30,171,290,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-05,24.0,0.0,2.5,63.5,1.9,0.0,0.0,0.0,0.0,1,6,5,1
248,1221,1162,2383,27,1111,1034,10,67,27,96,962,2073,110,109,0,1,0,44,200,310,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-06,24.1,1.0,2.0,69.9,7.9,0.75,1.0,1.0,1.0,3,6,5,1
249,2068,1402,3470,45,1724,1361,305,58,43,452,1068,2792,344,108,232,4,2,373,334,678,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-07,22.0,0.5,2.5,54.6,4.9,1.58,0.5,0.5,0.5,2,6,4,1
250,17054,5049,22103,63,15902,13407,180,2315,59,965,4743,20645,1152,1040,10,102,4,0,306,1458,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-09-08,21.7,0.0,1.7,48.8,0.3,0.0,0.0,0.0,0.0,1,5,3,1
251,16753,6449,23202,150,15506,13188,214,2104,145,44,6243,21749,1247,1145,8,94,5,0,206,1453,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-09-09,22.2,0.0,1.2,49.0,1.4,0.0,0.0,0.0,0.0,1,6,3,1
252,2233,1096,3329,29,2144,1480,450,214,29,599,888,3032,89,87,0,2,0,63,208,297,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-09-10,22.9,0.0,1.6,49.5,2.4,0.0,0.0,0.0,0.0,1,6,3,1
253,1636,1910,3546,29,1487,1297,19,171,28,384,1572,3059,149,146,0,3,1,152,338,487,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-09-11,21.6,0.0,1.5,48.1,7.5,0.0,0.0,0.0,0.0,3,5,3,1
254,1670,1362,3032,24,1541,1195,5,341,20,436,1127,2668,129,120,0,9,4,64,235,364,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-12,22.8,0.0,1.4,52.0,4.1,0.0,0.0,0.0,0.0,2,6,4,1
255,1420,1762,3182,42,1273,1219,9,45,42,239,1326,2599,147,147,0,0,0,82,436,583,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-13,23.5,0.0,1.2,63.5,7.9,0.0,0.0,0.0,0.0,3,6,5,1
256,1480,1631,3111,49,1228,1014,108,106,43,484,1238,2466,252,175,0,77,6,309,393,645,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-14,23.5,0.5,1.3,66.9,8.3,1.75,0.5,0.5,0.5,3,6,5,1
257,7084,3602,10686,18,6610,5603,152,855,18,995,3451,10061,474,444,4,26,0,0,151,625,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-09-15,23.3,0.2,1.0,76.0,9.8,4.75,0.1,0.1,0.2,4,6,5,1
258,6738,2310,9048,41,6361,5409,149,803,37,121,2203,8564,377,342,7,28,4,0,107,484,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-09-16,22.2,2.0,1.7,83.6,10.0,14.33,0.5,1.0,2.0,4,6,5,1
259,1667,1344,3011,38,1486,1418,11,57,38,39,1159,2645,181,175,0,6,0,30,185,366,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-09-17,22.3,0.1,1.9,64.3,5.3,1.83,0.1,0.1,0.1,2,6,5,1
260,1739,1571,3310,44,1641,1203,12,426,38,565,1201,2842,98,96,0,2,6,89,370,468,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-09-18,22.0,0.0,1.2,59.8,8.3,0.0,0.0,0.0,0.0,3,6,4,1
261,5846,1487,7333,32,5733,4634,329,770,30,4953,1105,6838,113,113,0,0,2,91,382,495,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-19,22.1,0.2,1.0,59.1,9.5,6.83,0.1,0.1,0.2,4,6,4,1
262,1175,521,1696,8,1157,432,1,724,8,1028,501,1658,18,17,0,1,0,0,20,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-20,19.0,5.0,1.8,82.4,10.0,10.92,0.5,2.0,5.0,4,5,5,1
263,327,414,741,6,308,277,12,19,6,0,369,677,19,19,0,0,0,30,45,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-21,19.4,18.0,1.3,85.8,9.3,11.83,2.0,6.5,18.0,4,5,5,1
264,10785,3516,14301,120,9961,8647,185,1129,116,0,3385,13346,824,751,8,65,4,0,131,955,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-09-22,20.8,6.5,1.8,62.3,2.1,1.0,4.0,6.5,6.5,1,5,5,1
265,10061,3004,13065,367,9380,8154,193,1033,349,0,2803,12183,681,611,8,62,18,0,201,882,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-09-23,19.4,0.0,1.6,52.9,4.4,1.5,0.0,0.0,0.0,2,5,4,1
266,15565,4096,19661,15,14477,12557,394,1526,2,32,3781,18258,1088,994,19,75,13,0,315,1403,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-09-24,17.6,0.0,2.1,48.3,1.1,0.0,0.0,0.0,0.0,1,5,3,1
267,23063,6495,29558,296,21406,18246,446,2714,287,0,6039,27445,1657,1481,29,147,9,0,456,2113,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-09-25,17.8,0.0,1.1,48.0,2.1,0.0,0.0,0.0,0.0,1,5,3,1
268,15663,5468,21131,109,14309,12137,288,1884,106,38,5048,19357,1354,1209,20,125,3,0,420,1774,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-26,19.4,0.0,1.7,47.9,5.0,0.0,0.0,0.0,0.0,2,5,3,1
269,3363,1790,5153,35,3242,2331,428,483,33,663,1569,4811,121,113,1,7,2,68,221,342,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-27,18.9,0.0,1.3,47.6,0.9,0.0,0.0,0.0,0.0,1,5,3,1
270,3631,2279,5910,24,3319,1722,128,1469,18,1715,1776,5095,312,179,30,103,6,345,503,815,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-09-28,17.5,0.0,1.2,58.1,6.1,0.0,0.0,0.0,0.0,3,5,4,1
271,15592,6697,22289,170,14157,12087,194,1876,147,256,6307,20464,1435,1291,5,139,23,0,390,1825,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-09-29,20.2,0.0,1.0,55.5,0.4,0.0,0.0,0.0,0.0,1,5,4,1
272,15058,4810,19868,83,13618,11660,168,1790,83,276,4351,17969,1440,1325,7,108,0,30,459,1899,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-09-30,17.6,0.0,2.3,52.5,0.6,0.0,0.0,0.0,0.0,1,5,4,1
273,1518,1689,3207,21,1361,1214,19,128,17,361,1316,2677,157,150,1,6,4,232,373,530,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-10-01,15.4,0.0,2.9,55.1,4.5,0.58,0.0,0.0,0.0,2,4,4,1
274,2028,2835,4863,27,1812,1470,138,204,23,851,1979,3791,216,210,0,6,4,470,856,1072,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-10-02,15.9,0.0,1.6,61.4,0.5,0.0,0.0,0.0,0.0,1,4,5,1
275,20659,6790,27449,164,18562,15601,234,2727,147,138,5443,24005,2097,1905,11,181,17,0,1347,3444,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-03,17.3,0.0,1.3,58.0,0.0,0.0,0.0,0.0,0.0,1,5,4,1
276,1860,2299,4159,31,1658,1417,17,224,25,642,1726,3384,202,197,0,5,6,241,573,775,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-04,19.3,0.0,1.3,56.5,6.5,0.0,0.0,0.0,0.0,3,5,4,1
277,935,491,1426,6,917,255,444,218,6,914,434,1351,18,18,0,0,0,0,57,75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-05,16.9,36.5,1.7,84.1,9.8,17.17,3.0,8.0,36.5,4,5,5,1
278,913,442,1355,14,858,748,23,87,9,55,402,1260,55,52,1,2,5,0,40,95,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-10-06,18.0,55.5,2.2,84.0,7.5,12.67,2.5,10.5,55.5,3,5,5,1
279,16157,5903,22060,117,14822,12284,291,2247,107,66,5555,20377,1335,1193,10,132,10,0,348,1683,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-10-07,16.4,0.0,1.7,53.5,2.9,0.0,0.0,0.0,0.0,1,5,4,1
280,7914,3697,11611,53,7202,4976,722,1504,49,947,3058,10260,712,558,9,145,4,115,639,1351,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-10-08,14.8,0.0,1.1,47.0,4.4,0.0,0.0,0.0,0.0,2,4,3,1
281,19382,8132,27514,30,17389,14245,362,2782,27,320,7537,24926,1993,1760,26,207,3,0,595,2588,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-10-09,15.3,0.0,1.1,52.5,9.0,0.42,0.0,0.0,0.0,4,4,4,1
282,1752,1632,3384,6,1591,885,531,175,6,911,1228,2819,161,136,11,14,0,108,404,565,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-10,12.0,7.0,2.5,61.0,6.8,2.67,1.5,5.5,7.0,3,4,5,1
283,2264,2807,5071,27,2001,1285,224,492,27,1693,2095,4096,263,256,5,2,0,338,712,975,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-11,9.7,0.0,2.1,51.0,1.4,0.0,0.0,0.0,0.0,1,3,3,1
284,4783,3512,8295,40,4337,1404,2194,739,38,3469,2229,6566,446,415,0,31,2,527,1283,1729,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-12,10.9,0.0,1.3,54.0,0.0,0.0,0.0,0.0,0.0,1,3,4,1
285,12039,4602,16641,36,10877,9273,190,1414,29,988,3882,14759,1162,1065,19,78,7,118,720,1882,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-10-13,12.5,0.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,1,4,4,1
286,13028,4734,17762,62,11964,9988,230,1746,53,52,4340,16304,1064,972,7,85,9,0,394,1458,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-10-14,13.2,0.0,1.5,60.0,3.4,0.0,0.0,0.0,0.0,2,4,5,1
287,6105,1475,7580,37,5990,3727,248,2015,34,4711,1138,7128,115,112,2,1,3,56,337,452,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-10-15,15.2,0.0,1.4,69.9,4.0,0.0,0.0,0.0,0.0,2,4,5,1
288,2597,2264,4861,28,2418,1136,709,573,28,1540,1695,4113,179,175,0,4,0,48,569,748,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-10-16,14.5,0.0,1.3,55.9,5.6,0.0,0.0,0.0,0.0,2,4,4,1
289,2754,3149,5903,53,2391,1406,216,769,52,1559,2339,4730,363,281,6,76,1,219,810,1173,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-17,12.4,0.0,1.3,53.3,0.0,0.0,0.0,0.0,0.0,1,4,4,1
290,2686,2460,5146,23,2357,1473,123,761,23,1120,1786,4143,329,326,0,3,0,239,674,1003,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-18,12.7,0.0,1.1,59.5,3.1,0.0,0.0,0.0,0.0,2,4,4,1
291,8266,3119,11385,14,7705,3832,2890,983,12,4195,2256,9961,561,517,35,9,2,87,863,1424,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-19,13.1,0.0,1.4,54.3,0.0,0.0,0.0,0.0,0.0,1,4,4,1
292,16658,5857,22515,76,14533,12167,282,2084,50,1723,4819,19352,2125,1901,23,201,26,804,1038,3163,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-10-20,13.4,0.0,1.2,53.9,1.1,0.0,0.0,0.0,0.0,1,4,4,1
293,15861,5505,21366,139,14418,12006,341,2071,111,118,4670,19088,1443,1332,20,91,28,0,835,2278,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-10-21,13.4,0.0,1.1,49.5,2.4,0.0,0.0,0.0,0.0,1,4,3,1
294,2265,2190,4455,65,2031,1820,127,84,57,331,1721,3752,234,221,1,12,8,0,469,703,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-10-22,14.0,0.0,1.0,50.0,5.3,0.0,0.0,0.0,0.0,2,4,3,1
295,1350,1055,2405,2,1200,692,214,294,1,583,917,2117,150,41,0,109,1,109,138,288,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-10-23,12.2,5.0,1.1,75.1,5.4,3.0,1.5,5.0,5.0,2,4,5,1
296,2693,2547,5240,26,2453,1845,31,577,18,948,1933,4386,240,232,1,7,8,154,614,854,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-24,12.5,0.0,1.3,66.0,0.5,0.0,0.0,0.0,0.0,1,4,5,1
297,3396,3266,6662,10,2857,2058,167,632,8,837,2207,5064,539,491,35,13,2,638,1059,1598,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-25,13.8,0.0,0.9,55.5,4.0,0.0,0.0,0.0,0.0,2,4,4,0
298,13684,602,14286,8,13672,10456,1122,2094,8,13007,553,14225,12,11,0,1,0,0,49,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-26,12.2,11.0,1.6,74.1,7.5,8.58,2.0,6.0,11.0,3,4,5,1
299,14941,6620,21561,107,14170,10737,392,3041,101,7691,6240,20410,771,706,10,55,6,0,380,1151,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-10-27,8.7,0.0,3.2,49.6,1.6,0.0,0.0,0.0,0.0,1,3,3,2
300,3568,1348,4916,29,3281,2810,115,356,27,0,1201,4482,287,257,3,27,2,0,147,434,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-10-28,8.3,5.5,1.5,77.1,7.3,4.67,2.0,2.5,5.5,3,3,5,1
301,1550,1792,3342,11,1457,1314,39,104,3,590,1458,2915,93,91,0,2,8,100,334,427,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-10-29,7.2,0.0,2.0,57.3,5.9,0.83,0.0,0.0,0.0,2,2,4,1
302,1727,2059,3786,3,1570,1197,27,346,3,659,1703,3273,157,154,0,3,0,102,356,513,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2018-10-30,6.1,0.0,1.6,51.3,3.3,1.58,0.0,0.0,0.0,2,2,3,1
303,3799,1931,5730,48,3717,1224,2282,211,46,931,1668,5385,82,79,0,3,2,110,263,345,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018-10-31,7.4,0.0,1.6,55.4,0.8,1.58,0.0,0.0,0.0,1,2,4,1
304,1581,2342,3923,31,1493,1236,59,198,27,638,1885,3378,88,87,1,0,4,252,457,545,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-01,8.4,0.0,1.3,53.4,0.0,0.0,0.0,0.0,0.0,1,3,4,1
305,3208,1944,5152,41,3078,2362,319,397,41,1117,1574,4652,130,124,1,5,0,133,370,500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2018-11-02,10.6,0.0,1.1,54.9,0.0,0.0,0.0,0.0,0.0,1,3,4,1
306,11573,5053,16626,152,11012,9326,229,1457,148,436,4530,15542,561,491,2,68,4,0,523,1084,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2018-11-03,11.2,0.0,1.3,56.0,0.0,0.0,0.0,0.0,0.0,1,4,4,1
307,12125,3778,15903,79,11545,9705,303,1537,75,195,3437,14982,580,518,4,58,4,0,341,921,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2018-11-04,11.6,0.0,1.3,55.0,2.1,0.0,0.0,0.0,0.0,1,4,4,1
308,1342,1438,2780,18,1294,1219,12,63,17,0,1236,2530,48,48,0,0,1,30,202,250,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2018-11-05,11.9,0.0,1.1,65.5,5.3,0.0,0.0,0.0,0.0,2,4,5,1
