,m_paid,m_free,m_total,m_foreigner,zb_paid,zb_adult,zb_teen,zb_child,zb_foreigner,zb_group,zb_free,zb_total,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_group,tp_free,tp_total,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,when,temp,rain,wind,humid,cloud,강수 계속시간(hr),10분 최다 강수량(mm),1시간 최다강수량(mm),일강수량(mm),cloud_w,temp_w,humid_w,wind_w
212,2587,2536,5123,37,2315,1378,518,419,29,1249,1814,4129,272,246,7,19,8,139,722,994,0,1,0,0,0,0,0,1,0,0,0,0,2017-10-26,14.5,0.0,1.2,56.5,8.6,0.0,0.0,0.0,0.0,3,4,4,1
213,5139,3292,8431,76,4778,2426,1876,476,72,3203,2382,7160,361,308,25,28,4,391,910,1271,1,0,0,0,0,0,0,1,0,0,0,0,2017-10-27,16.9,0.0,1.2,54.4,1.9,0.0,0.0,0.0,0.0,1,5,4,1
214,19418,7461,26879,158,17670,14789,488,2393,133,4942,6795,24465,1748,1383,170,195,25,172,666,2414,0,0,0,0,0,1,0,1,0,0,0,0,2017-10-28,17.2,0.0,2.0,51.9,0.1,0.0,0.0,0.0,0.0,1,5,3,1
215,15050,4464,19514,208,13501,11437,419,1645,196,253,4094,17595,1549,1407,21,121,12,32,370,1919,0,0,0,0,1,0,0,1,0,0,0,0,2017-10-29,11.5,0.0,3.3,45.6,0.0,0.0,0.0,0.0,0.0,1,4,3,2
216,1986,1352,3338,43,1885,1125,592,168,41,686,1178,3063,101,85,0,16,2,0,174,275,0,0,0,1,0,0,0,1,0,0,0,0,2017-10-30,7.7,0.0,2.4,27.4,0.0,0.0,0.0,0.0,0.0,1,2,1,1
217,4073,1695,5768,57,3934,1201,117,2616,46,2724,1381,5315,139,131,0,8,11,0,314,453,0,0,0,0,0,0,1,1,0,0,0,0,2017-10-31,10.4,0.0,1.8,54.3,1.8,0.0,0.0,0.0,0.0,1,3,4,1
218,1782,1581,3363,61,1699,1465,100,134,56,298,1378,3077,83,81,0,2,5,0,203,286,0,0,1,0,0,0,0,1,0,0,0,0,2017-11-01,14.4,0.0,2.1,72.4,8.5,0.0,0.0,0.0,0.0,3,4,5,1
219,1170,1499,2669,68,1088,974,84,30,64,263,1299,2387,82,72,1,9,4,31,200,282,0,1,0,0,0,0,0,1,0,0,0,0,2017-11-02,15.5,1.0,1.6,78.8,8.8,0.92,0.0,0.0,1.0,3,4,5,1
220,2290,866,3156,52,2265,1752,252,261,52,1009,829,3094,25,24,0,1,0,0,37,62,1,0,0,0,0,0,0,1,0,0,0,0,2017-11-03,12.3,1.5,3.2,66.0,5.6,2.75,0.0,0.0,1.5,2,4,5,2
221,8665,3422,12087,91,8331,7169,223,939,87,216,3262,11593,334,307,3,24,4,0,160,494,0,0,0,0,0,1,0,1,0,0,0,0,2017-11-04,7.8,0.0,2.5,47.9,2.4,0.0,0.0,0.0,0.0,1,2,3,1
222,10026,2736,12762,104,9512,8081,211,1220,104,69,2563,12075,514,462,9,43,0,0,173,687,0,0,0,0,1,0,0,1,0,0,0,0,2017-11-05,8.4,0.0,1.5,52.5,3.3,0.0,0.0,0.0,0.0,2,3,4,1
223,1580,1760,3340,44,1486,1423,5,58,43,68,1568,3054,94,81,8,5,1,0,192,286,0,0,0,1,0,0,0,1,0,0,0,0,2017-11-06,11.4,0.0,1.5,64.5,5.5,0.0,0.0,0.0,0.0,2,4,5,1
224,1857,1637,3494,53,1787,1249,397,141,44,813,1398,3185,70,70,0,0,9,33,239,309,0,0,0,0,0,0,1,1,0,0,0,0,2017-11-07,14.4,0.0,1.5,61.4,9.1,0.08,0.0,0.0,0.0,4,4,5,1
225,1272,1381,2653,50,1188,935,236,17,48,381,1208,2396,84,75,9,0,2,43,173,257,0,0,1,0,0,0,0,1,0,0,0,0,2017-11-08,13.1,0.0,3.0,53.3,3.9,1.33,0.0,0.0,0.0,2,4,4,2
226,1428,1661,3089,29,1348,1204,8,136,26,195,1380,2728,80,70,2,8,3,106,281,361,0,1,0,0,0,0,0,1,0,0,0,0,2017-11-09,9.4,0.0,1.2,39.6,0.0,0.0,0.0,0.0,0.0,1,3,2,1
227,1106,1247,2353,36,1074,909,88,77,35,635,1135,2209,32,32,0,0,1,60,112,144,1,0,0,0,0,0,0,1,0,0,0,0,2017-11-10,9.8,7.5,3.0,56.3,4.4,4.75,0.0,0.0,7.5,2,3,4,2
228,6091,1917,8008,68,5907,5084,167,656,55,1026,1831,7738,184,141,24,19,13,0,86,270,0,0,0,0,0,1,0,1,0,0,0,0,2017-11-11,5.9,0.0,2.2,42.9,0.0,0.0,0.0,0.0,0.0,1,2,3,1
229,7128,2184,9312,32,6824,5955,170,699,32,520,2053,8877,304,277,5,22,0,0,131,435,0,0,0,0,1,0,0,1,0,0,0,0,2017-11-12,5.3,0.0,1.4,57.1,1.5,0.0,0.0,0.0,0.0,1,2,4,1
230,606,1005,1611,7,585,541,13,31,7,35,950,1535,21,20,0,1,0,0,55,76,0,0,0,1,0,0,0,1,0,0,0,0,2017-11-13,8.4,4.5,1.9,64.4,7.9,3.67,0.0,0.0,4.5,3,3,5,1
231,853,1150,2003,25,842,747,1,94,25,256,1064,1906,11,11,0,0,0,0,86,97,0,0,0,0,0,0,1,1,0,0,0,0,2017-11-14,7.5,0.0,2.4,42.5,1.9,0.0,0.0,0.0,0.0,1,2,3,1
232,485,919,1404,27,475,427,32,16,22,169,891,1366,10,10,0,0,5,0,28,38,0,0,1,0,0,0,0,1,0,0,0,0,2017-11-15,3.2,0.0,2.8,38.3,4.1,0.0,0.0,0.0,0.0,2,1,2,1
233,476,769,1245,30,454,352,70,32,30,0,721,1175,22,20,2,0,0,0,48,70,0,1,0,0,0,0,0,1,0,0,0,0,2017-11-16,1.0,0.0,1.5,30.3,0.0,0.0,0.0,0.0,0.0,1,1,2,1
234,692,696,1388,29,692,271,409,12,29,471,689,1381,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,1,0,0,0,0,2017-11-17,3.0,0.0,2.2,39.4,8.5,3.5,0.0,0.0,0.0,3,1,2,1
235,1637,1122,2759,57,1603,1345,81,177,55,352,1079,2682,34,29,4,1,2,0,43,77,0,0,0,0,0,1,0,1,0,0,0,0,2017-11-18,-2.1,0.0,3.4,38.5,0.0,0.0,0.0,0.0,0.0,1,1,2,2
236,1082,836,1918,59,1033,904,48,81,59,30,823,1856,49,46,3,0,0,0,13,62,0,0,0,0,1,0,0,1,0,0,0,0,2017-11-19,-1.6,0.0,2.2,37.8,2.8,0.0,0.0,0.0,0.0,1,1,2,1
237,260,597,857,26,255,227,20,8,26,0,580,835,5,5,0,0,0,0,17,22,0,0,0,1,0,0,0,1,0,0,0,0,2017-11-20,-0.4,0.0,1.4,55.3,3.5,2.75,0.0,0.0,0.0,2,1,4,1
238,709,872,1581,14,704,233,407,64,14,430,807,1511,5,5,0,0,0,0,65,70,0,0,0,0,0,0,1,1,0,0,0,0,2017-11-21,1.3,0.0,1.4,55.6,1.1,0.0,0.0,0.0,0.0,1,1,4,1
239,455,586,1041,30,453,313,42,98,30,165,568,1021,2,2,0,0,0,0,18,20,0,0,1,0,0,0,0,1,0,0,0,0,2017-11-22,4.3,0.5,2.4,54.8,5.1,1.5,0.0,0.0,0.5,2,2,4,1
240,1315,612,1927,24,1315,806,31,478,24,1101,600,1915,0,0,0,0,0,0,12,12,0,1,0,0,0,0,0,1,0,0,0,0,2017-11-23,0.9,1.2,2.1,49.3,4.8,3.67,0.0,0.0,1.2,2,1,3,1
241,203,544,747,13,199,171,21,7,13,0,516,715,4,4,0,0,0,0,28,32,1,0,0,0,0,0,0,1,0,0,0,0,2017-11-24,-0.4,0.0,1.8,62.5,3.3,2.5,0.0,0.0,0.0,2,1,5,1
242,468,916,1384,12,456,421,9,26,11,157,895,1351,12,7,0,5,1,0,21,33,0,0,0,0,0,1,0,1,0,0,0,0,2017-11-25,3.0,24.0,1.8,77.6,7.5,7.92,0.0,0.0,24.0,3,1,5,1
243,1600,887,2487,56,1531,1313,50,168,56,0,872,2403,69,55,6,8,0,0,15,84,0,0,0,0,1,0,0,1,0,0,0,0,2017-11-26,3.3,0.0,1.8,71.6,4.3,0.0,0.0,0.0,0.0,2,1,5,1
244,342,730,1072,2,341,312,12,17,2,46,712,1053,1,1,0,0,0,0,18,19,0,0,0,1,0,0,0,1,0,0,0,0,2017-11-27,2.5,0.0,1.3,53.0,0.9,0.0,0.0,0.0,0.0,1,1,4,1
245,302,837,1139,48,296,263,13,20,45,0,797,1093,6,4,1,1,3,0,40,46,0,0,0,0,0,0,1,1,0,0,0,0,2017-11-28,6.4,0.5,1.1,64.1,8.4,1.75,0.0,0.0,0.5,3,2,5,1
246,191,604,795,18,188,160,18,10,18,0,592,780,3,3,0,0,0,0,12,15,0,0,1,0,0,0,0,1,0,0,0,0,2017-11-29,3.2,0.0,2.8,48.3,5.4,0.33,0.0,0.0,0.0,2,1,3,1
247,10638,680,11318,20,10637,157,10472,8,20,42,657,11294,1,1,0,0,0,0,23,24,0,1,0,0,0,0,0,1,0,0,0,0,2017-11-30,-2.4,0.0,3.3,26.8,2.0,0.0,0.0,0.0,0.0,1,1,1,2
248,213,505,718,21,212,169,33,10,20,0,494,706,1,1,0,0,1,0,11,12,1,0,0,0,0,0,0,0,0,0,1,0,2017-12-01,-2.2,0.0,1.6,49.4,2.3,1.08,0.0,0.0,0.0,1,1,3,1
249,1133,1035,2168,18,1122,1003,45,74,18,0,1015,2137,11,7,0,4,0,0,20,31,0,0,0,0,0,1,0,0,0,0,1,0,2017-12-02,1.9,0.0,1.7,59.9,3.8,0.0,0.0,0.0,0.0,2,1,4,1
250,1120,871,1991,21,1108,976,33,99,21,0,844,1952,12,10,0,2,0,0,27,39,0,0,0,0,1,0,0,0,0,0,1,0,2017-12-03,4.9,4.0,1.5,83.1,9.0,5.7,0.0,0.0,4.0,4,2,5,1
251,161,558,719,11,158,133,17,8,11,0,540,698,3,3,0,0,0,0,18,21,0,0,0,1,0,0,0,0,0,0,1,0,2017-12-04,-1.2,0.1,3.4,48.1,1.4,1.83,0.0,0.0,0.1,1,1,3,2
252,169,461,630,5,169,164,1,4,5,71,454,623,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,0,0,0,1,0,2017-12-05,-4.2,0.1,0.0,40.1,1.6,2.17,0.0,0.0,0.1,1,1,2,0
253,109,612,721,15,106,94,10,2,13,0,600,706,3,3,0,0,2,0,12,15,0,0,1,0,0,0,0,0,0,0,1,0,2017-12-06,0.2,1.2,0.0,72.6,7.0,5.25,0.0,0.0,1.2,3,1,5,0
254,199,712,911,13,196,141,50,5,13,33,701,897,3,3,0,0,0,0,11,14,0,1,0,0,0,0,0,0,0,0,1,0,2017-12-07,0.7,0.0,1.7,64.5,3.5,0.0,0.0,0.0,0.0,2,1,5,1
255,149,494,643,15,149,128,17,4,15,0,476,625,0,0,0,0,0,0,18,18,1,0,0,0,0,0,0,0,0,0,1,0,2017-12-08,-3.8,0.0,1.8,41.3,2.1,0.0,0.0,0.0,0.0,1,1,3,1
256,776,1016,1792,20,757,665,30,62,20,32,1000,1757,19,13,0,6,0,0,16,35,0,0,0,0,0,1,0,0,0,0,1,0,2017-12-09,-0.5,0.0,1.0,46.1,2.8,0.0,0.0,0.0,0.0,1,1,3,1
257,419,605,1024,12,419,356,24,39,12,0,601,1020,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,2017-12-10,1.1,4.1,2.0,67.9,7.0,7.5,0.0,0.0,4.1,3,1,5,1
258,71,408,479,12,71,56,2,13,12,0,396,467,0,0,0,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,1,0,2017-12-11,-7.0,0.0,3.5,40.5,0.3,0.0,0.0,0.0,0.0,1,1,2,2
259,85,239,324,4,85,45,37,3,4,33,239,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2017-12-12,-9.4,0.0,2.1,41.9,0.0,0.0,0.0,0.0,0.0,1,1,3,1
260,86,376,462,20,86,75,11,0,20,0,375,461,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2017-12-13,-8.7,0.0,1.7,42.0,0.0,0.0,0.0,0.0,0.0,1,1,3,1
261,319,442,761,9,319,59,15,245,9,241,431,750,0,0,0,0,0,0,11,11,0,1,0,0,0,0,0,0,0,0,1,0,2017-12-14,-6.6,0.0,0.9,42.9,5.9,0.0,0.0,0.0,0.0,2,1,3,0
262,145,482,627,12,144,98,35,11,12,0,471,615,1,1,0,0,0,0,11,12,1,0,0,0,0,0,0,0,0,0,1,0,2017-12-15,-3.0,0.0,1.0,52.6,7.3,1.25,0.0,0.0,0.0,3,1,4,1
263,371,835,1206,11,370,305,20,45,11,0,824,1194,1,1,0,0,0,0,11,12,0,0,0,0,0,1,0,0,0,0,1,0,2017-12-16,-5.7,0.0,3.0,43.1,0.0,0.0,0.0,0.0,0.0,1,1,3,2
264,442,554,996,28,442,379,20,43,28,38,550,992,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,2017-12-17,-6.7,0.0,1.9,38.1,1.1,0.0,0.0,0.0,0.0,1,1,2,1
265,103,317,420,2,103,89,13,1,2,0,311,414,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,2017-12-18,-1.6,3.4,1.2,80.0,6.8,12.5,0.0,0.0,3.4,3,1,5,1
266,165,492,657,22,162,58,102,2,22,90,490,652,3,3,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,1,0,2017-12-19,-3.9,0.0,2.1,49.4,1.0,0.0,0.0,0.0,0.0,1,1,3,1
267,2509,476,2985,1,2492,202,2018,272,1,2454,468,2960,17,0,17,0,0,0,8,25,0,0,1,0,0,0,0,0,0,0,1,0,2017-12-20,-3.9,0.2,1.1,68.0,7.1,4.08,0.0,0.0,0.2,3,1,5,1
268,132,521,653,12,131,102,18,11,12,0,516,647,1,1,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,2017-12-21,-0.9,0.0,1.2,71.4,0.4,0.0,0.0,0.0,0.0,1,1,5,1
269,209,595,804,3,209,186,11,12,3,1,563,772,0,0,0,0,0,0,32,32,1,0,0,0,0,0,0,0,0,0,1,0,2017-12-22,3.4,0.0,1.1,66.6,8.4,0.0,0.0,0.0,0.0,3,1,5,1
270,912,998,1910,41,903,764,66,73,41,42,979,1882,9,7,0,2,0,1,19,28,0,0,0,0,0,1,0,0,0,0,1,0,2017-12-23,6.1,0.0,1.1,75.8,8.0,0.0,0.0,0.0,0.0,3,2,5,1
271,144,259,403,7,144,114,14,16,7,0,243,387,0,0,0,0,0,0,16,16,0,0,0,0,1,0,0,0,0,0,1,0,2017-12-24,2.9,20.0,1.9,82.0,6.6,11.17,0.0,0.0,20.0,3,1,5,1
272,1502,526,2028,29,1497,1192,186,119,29,3,510,2007,5,3,2,0,0,0,16,21,0,0,0,1,0,0,0,0,0,0,1,0,2017-12-25,-2.1,0.0,2.8,43.1,2.1,0.0,0.0,0.0,0.0,1,1,3,1
273,200,572,772,24,199,177,7,15,24,0,562,761,1,1,0,0,0,0,10,11,0,0,0,0,0,0,1,0,0,0,1,0,2017-12-26,-3.8,0.0,2.9,41.8,0.3,0.0,0.0,0.0,0.0,1,1,3,1
274,129,359,488,9,128,111,10,7,9,0,354,482,1,1,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,1,0,2017-12-27,-6.9,0.0,1.9,31.4,0.0,0.0,0.0,0.0,0.0,1,1,2,1
275,197,581,778,15,196,173,6,17,15,0,564,760,1,1,0,0,0,0,17,18,0,1,0,0,0,0,0,0,0,0,1,0,2017-12-28,-2.1,0.0,1.3,47.0,8.5,2.25,0.0,0.0,0.0,3,1,3,1
276,345,508,853,39,337,268,30,39,39,0,503,840,8,5,0,3,0,0,5,13,1,0,0,0,0,0,0,0,0,0,1,0,2017-12-29,2.1,0.0,1.1,67.0,4.6,0.42,0.0,0.0,0.0,2,1,5,1
277,709,811,1520,38,709,574,46,89,38,0,802,1511,0,0,0,0,0,0,9,9,0,0,0,0,0,1,0,0,0,0,1,0,2017-12-30,1.4,0.7,0.9,79.5,9.3,6.83,0.0,0.0,0.7,4,1,5,0
278,1274,594,1868,50,1267,1064,56,147,50,0,586,1853,7,5,1,1,0,0,8,15,0,0,0,0,1,0,0,0,0,0,1,0,2017-12-31,-0.3,1.0,2.3,54.4,1.9,3.33,0.0,0.0,1.0,1,1,4,1
